Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
5/02/2010,98499.12,42.31,2.572,NA,NA,NA,NA,NA,211.0963582,8.106,FALSE
12/02/2010,79636.32,38.51,2.548,NA,NA,NA,NA,NA,211.2421698,8.106,TRUE
19/02/2010,72377.79,39.93,2.514,NA,NA,NA,NA,NA,211.2891429,8.106,FALSE
26/02/2010,55590.73,46.63,2.561,NA,NA,NA,NA,NA,211.3196429,8.106,FALSE
5/03/2010,65525.74,46.5,2.625,NA,NA,NA,NA,NA,211.3501429,8.106,FALSE
12/03/2010,45046.81,57.79,2.667,NA,NA,NA,NA,NA,211.3806429,8.106,FALSE
19/03/2010,41069.55,54.58,2.72,NA,NA,NA,NA,NA,211.215635,8.106,FALSE
26/03/2010,40796.33,51.45,2.732,NA,NA,NA,NA,NA,211.0180424,8.106,FALSE
2/04/2010,50079.67,62.27,2.719,NA,NA,NA,NA,NA,210.8204499,7.808,FALSE
9/04/2010,43346.92,65.86,2.77,NA,NA,NA,NA,NA,210.6228574,7.808,FALSE
16/04/2010,38711.22,66.32,2.808,NA,NA,NA,NA,NA,210.4887,7.808,FALSE
23/04/2010,42222.53,64.84,2.795,NA,NA,NA,NA,NA,210.4391228,7.808,FALSE
30/04/2010,38131.53,67.41,2.78,NA,NA,NA,NA,NA,210.3895456,7.808,FALSE
7/05/2010,39104.1,72.55,2.835,NA,NA,NA,NA,NA,210.3399684,7.808,FALSE
14/05/2010,35355.34,74.78,2.854,NA,NA,NA,NA,NA,210.3374261,7.808,FALSE
21/05/2010,30922.75,76.44,2.826,NA,NA,NA,NA,NA,210.6170934,7.808,FALSE
28/05/2010,31378.88,80.44,2.759,NA,NA,NA,NA,NA,210.8967606,7.808,FALSE
4/06/2010,38638.6,80.69,2.705,NA,NA,NA,NA,NA,211.1764278,7.808,FALSE
11/06/2010,41297.84,80.43,2.668,NA,NA,NA,NA,NA,211.4560951,7.808,FALSE
18/06/2010,43244.02,84.11,2.637,NA,NA,NA,NA,NA,211.4537719,7.808,FALSE
25/06/2010,42363.96,84.34,2.653,NA,NA,NA,NA,NA,211.3386526,7.808,FALSE
2/07/2010,36242.12,80.91,2.669,NA,NA,NA,NA,NA,211.2235333,7.787,FALSE
9/07/2010,34523.84,80.48,2.642,NA,NA,NA,NA,NA,211.108414,7.787,FALSE
16/07/2010,32796.05,83.15,2.623,NA,NA,NA,NA,NA,211.1003854,7.787,FALSE
23/07/2010,33638.52,83.36,2.608,NA,NA,NA,NA,NA,211.2351443,7.787,FALSE
30/07/2010,36106.41,81.84,2.64,NA,NA,NA,NA,NA,211.3699032,7.787,FALSE
6/08/2010,39070.7,87.16,2.627,NA,NA,NA,NA,NA,211.5046621,7.787,FALSE
13/08/2010,42051.15,87,2.692,NA,NA,NA,NA,NA,211.6394211,7.787,FALSE
20/08/2010,44878.45,86.65,2.664,NA,NA,NA,NA,NA,211.6033633,7.787,FALSE
27/08/2010,36690.76,85.22,2.619,NA,NA,NA,NA,NA,211.5673056,7.787,FALSE
3/09/2010,43630.1,81.21,2.577,NA,NA,NA,NA,NA,211.5312479,7.787,FALSE
10/09/2010,44555.16,78.69,2.565,NA,NA,NA,NA,NA,211.4951902,7.787,TRUE
17/09/2010,43582.89,82.11,2.582,NA,NA,NA,NA,NA,211.5224596,7.787,FALSE
24/09/2010,39528.86,80.94,2.624,NA,NA,NA,NA,NA,211.5972246,7.787,FALSE
1/10/2010,39017.88,71.89,2.603,NA,NA,NA,NA,NA,211.6719895,7.838,FALSE
8/10/2010,30051.47,63.93,2.633,NA,NA,NA,NA,NA,211.7467544,7.838,FALSE
15/10/2010,32775.14,67.18,2.72,NA,NA,NA,NA,NA,211.8137436,7.838,FALSE
22/10/2010,34301.02,69.86,2.725,NA,NA,NA,NA,NA,211.8612937,7.838,FALSE
29/10/2010,34596.86,69.64,2.716,NA,NA,NA,NA,NA,211.9088438,7.838,FALSE
5/11/2010,38960.78,58.74,2.689,NA,NA,NA,NA,NA,211.9563939,7.838,FALSE
12/11/2010,44777.94,59.61,2.728,NA,NA,NA,NA,NA,212.003944,7.838,FALSE
19/11/2010,32072.93,51.41,2.771,NA,NA,NA,NA,NA,211.8896737,7.838,FALSE
26/11/2010,196810.42,64.52,2.735,NA,NA,NA,NA,NA,211.7484333,7.838,TRUE
3/12/2010,54268.03,49.27,2.708,NA,NA,NA,NA,NA,211.607193,7.838,FALSE
10/12/2010,44605.69,46.33,2.843,NA,NA,NA,NA,NA,211.4659526,7.838,FALSE
17/12/2010,67832.13,49.84,2.869,NA,NA,NA,NA,NA,211.4053124,7.838,FALSE
24/12/2010,121470.12,52.33,2.886,NA,NA,NA,NA,NA,211.4051222,7.838,FALSE
31/12/2010,47448.91,48.43,2.943,NA,NA,NA,NA,NA,211.4049321,7.838,TRUE
7/01/2011,42581.15,48.27,2.976,NA,NA,NA,NA,NA,211.4047419,7.742,FALSE
14/01/2011,35873.69,35.4,2.983,NA,NA,NA,NA,NA,211.4574109,7.742,FALSE
21/01/2011,41051.86,44.04,3.016,NA,NA,NA,NA,NA,211.8272343,7.742,FALSE
28/01/2011,39918.87,43.83,3.01,NA,NA,NA,NA,NA,212.1970577,7.742,FALSE
4/02/2011,62891.35,42.27,2.989,NA,NA,NA,NA,NA,212.5668812,7.742,FALSE
11/02/2011,71013.56,36.39,3.022,NA,NA,NA,NA,NA,212.9367046,7.742,TRUE
18/02/2011,67900.9,57.36,3.045,NA,NA,NA,NA,NA,213.2478853,7.742,FALSE
25/02/2011,50577.46,62.9,3.065,NA,NA,NA,NA,NA,213.535609,7.742,FALSE
4/03/2011,54450.94,59.58,3.288,NA,NA,NA,NA,NA,213.8233327,7.742,FALSE
11/03/2011,43535.72,53.56,3.459,NA,NA,NA,NA,NA,214.1110564,7.742,FALSE
18/03/2011,43128.73,62.76,3.488,NA,NA,NA,NA,NA,214.3627114,7.742,FALSE
25/03/2011,42627.73,69.97,3.473,NA,NA,NA,NA,NA,214.5999389,7.742,FALSE
1/04/2011,36258.07,59.17,3.524,NA,NA,NA,NA,NA,214.8371664,7.682,FALSE
8/04/2011,36512.94,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,FALSE
15/04/2011,39638.92,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,FALSE
22/04/2011,41104.42,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,FALSE
29/04/2011,33941.57,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,FALSE
6/05/2011,43167.81,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,FALSE
13/05/2011,41898.67,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,FALSE
20/05/2011,32615.01,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,FALSE
27/05/2011,34073.97,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,FALSE
3/06/2011,34638.69,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,FALSE
10/06/2011,30561.01,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,FALSE
17/06/2011,36041.85,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,FALSE
24/06/2011,36991.99,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,FALSE
1/07/2011,37493.58,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,FALSE
8/07/2011,32577.03,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,FALSE
15/07/2011,37570.26,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,FALSE
22/07/2011,35464.49,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,FALSE
29/07/2011,36132.57,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,FALSE
5/08/2011,41315.33,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,FALSE
12/08/2011,39234.13,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,FALSE
19/08/2011,42481.55,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,FALSE
26/08/2011,49944.34,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,FALSE
2/09/2011,47054.71,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,FALSE
9/09/2011,38861.38,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,TRUE
16/09/2011,44656.76,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,FALSE
23/09/2011,33809.02,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,FALSE
30/09/2011,39319.17,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,FALSE
7/10/2011,38528.36,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,FALSE
14/10/2011,44370.76,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,FALSE
21/10/2011,56909.42,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,FALSE
28/10/2011,47743.78,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,FALSE
4/11/2011,63620.54,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,FALSE
11/11/2011,42060.48,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE
18/11/2011,43050.78,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE
25/11/2011,203670.47,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE
2/12/2011,55188.08,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE
9/12/2011,60494.84,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE
16/12/2011,62424.9,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE
23/12/2011,94243.47,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE
30/12/2011,59732.61,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE
6/01/2012,39235.39,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE
13/01/2012,37248.54,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE
20/01/2012,37526.8,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE
27/01/2012,43660.6,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE
3/02/2012,62524.58,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE
10/02/2012,98104.8,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE
17/02/2012,81287.05,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE
24/02/2012,57718.19,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE
2/03/2012,57117.62,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,FALSE
9/03/2012,48275.27,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,FALSE
16/03/2012,57135.91,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,FALSE
23/03/2012,44132.05,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,FALSE
30/03/2012,45350.26,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,FALSE
6/04/2012,40174.72,70.43,3.891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7.143,FALSE
13/04/2012,40241.21,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,FALSE
20/04/2012,43176.95,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,FALSE
27/04/2012,33229.49,67.23,3.814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7.143,FALSE
4/05/2012,36683.63,75.55,3.749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7.143,FALSE
11/05/2012,39483.03,73.77,3.688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7.143,FALSE
18/05/2012,35718.85,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7.143,FALSE
25/05/2012,39801.69,77.22,3.561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7.143,FALSE
1/06/2012,39791.94,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSE
8/06/2012,42900.32,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSE
15/06/2012,44313.56,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSE
22/06/2012,43726.7,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE
29/06/2012,37125.37,84.88,3.286,3965.73,161.6,NA,435.99,4212.97,221.8434,7.143,FALSE
6/07/2012,38528.4,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,FALSE
13/07/2012,44166.9,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,FALSE
20/07/2012,32363.17,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE
27/07/2012,34394.82,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,FALSE
3/08/2012,40143.72,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,FALSE
10/08/2012,40663.95,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,FALSE
17/08/2012,40176.27,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,FALSE
24/08/2012,39729.78,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,FALSE
31/08/2012,39515.27,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,FALSE
7/09/2012,40231.04,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,TRUE
14/09/2012,40346.48,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,FALSE
21/09/2012,61883.75,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,FALSE
28/09/2012,50209.37,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,FALSE
5/10/2012,54480.13,68.55,3.617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6.573,FALSE
12/10/2012,42221.07,62.99,3.601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6.573,FALSE
19/10/2012,36267.08,67.97,3.594,950.33,NA,4.93,80.25,2312.85,223.4257233,6.573,FALSE
26/10/2012,35282.73,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,FALSE
2/11/2012,,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573,FALSE
9/11/2012,,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6.573,FALSE
16/11/2012,,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.573,FALSE
23/11/2012,,56.23,3.211,883.59,4.17,74910.32,209.91,303.32,223.5619474,6.573,TRUE
30/11/2012,,52.34,3.207,2460.03,NA,3838.35,150.57,6966.34,223.6109842,6.573,FALSE
7/12/2012,,64.12,3.198,6343.16,NA,270,2928.9,10147.9,223.6600211,6.573,FALSE
14/12/2012,,48.89,3.168,3504.83,NA,73.26,1636.8,2779.6,223.7192767,6.573,FALSE
21/12/2012,,56.02,3.098,8231.71,NA,274,358.15,2834.02,223.8398455,6.573,FALSE
28/12/2012,,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6.573,TRUE
4/01/2013,,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,FALSE
11/01/2013,,50.32,3.243,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,FALSE
18/01/2013,,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.2358132,6.525,FALSE
25/01/2013,,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.2355518,6.525,FALSE
1/02/2013,,56.46,3.244,9290.91,1359.9,265,20657.82,972.61,224.2352903,6.525,FALSE
8/02/2013,,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525,TRUE
15/02/2013,,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,FALSE
22/02/2013,,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,FALSE
1/03/2013,,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.5645263,6.525,FALSE
8/03/2013,,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525,FALSE
15/03/2013,,55.33,3.622,3808.13,NA,15.65,2616.6,1909.17,224.8356808,6.525,FALSE
22/03/2013,,63.42,3.611,12553.98,NA,495.1,6787.75,2545.66,224.9193005,6.525,FALSE
29/03/2013,,51,3.606,13067.46,NA,384.9,122.93,3903.8,225.0029202,6.525,FALSE
5/04/2013,,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314,FALSE
12/04/2013,,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314,FALSE
19/04/2013,,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.1701596,6.314,FALSE
26/04/2013,,59.23,3.417,2387.72,NA,98.34,516.28,1421.63,225.1701596,6.314,FALSE
3/05/2013,,66.66,3.386,2298.63,2,129.9,55.46,1301.04,NA,NA,FALSE
10/05/2013,,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,NA,NA,FALSE
17/05/2013,,69.53,3.454,16170.5,92,8.32,4127.24,6206.97,NA,NA,FALSE
24/05/2013,,77.19,3.494,7959.89,178,1621.47,3152.57,2938.7,NA,NA,FALSE
31/05/2013,,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,NA,NA,FALSE
7/06/2013,,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,NA,NA,FALSE
14/06/2013,,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,NA,NA,FALSE
21/06/2013,,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,NA,NA,FALSE
28/06/2013,,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,NA,NA,FALSE
5/07/2013,,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,NA,NA,FALSE
12/07/2013,,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,NA,NA,FALSE
19/07/2013,,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,NA,NA,FALSE
26/07/2013,,81.54,3.62,332.17,673.19,1,38.63,1245.2,NA,NA,FALSE
